Ссылка;Адрес;Год ввода в эксплуатацию;Детская площадка;Дом признан аварийным;Дополнительная информация;Количество жилых помещений;Класс энергетической эффективности;Количество лифтов;Количество подъездов;Лифты;Наибольшее количество этажей;Наименьшее количество этажей;Количество нежилых помещений;Площадь жилых помещений м2;Площадь нежилых помещений м2;Площадь помещений общего имущества м2;Площадь зем. участка общего имущества м2;Площадь парковки м2;Серия, тип постройки здания;Спортивная площадка;Формирование фонда кап. ремонта;Тип дома;Оборудование;Количество мусоропроводов, ед.;Несущие стены;Площадь подвала, кв.м;Крыша;Мусоропровод;Перекрытия;Фасад;Фундамент;Количество вводов в дом, ед.;Объем выгребных ям, куб. м.;Вентиляция;Водоотведение;Система водостоков;Газоснабжение;Горячее водоснабжение;Система пожаротушения;Теплоснабжение;Холодное водоснабжение;Электроснабжение
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537399;ул. Артиллерийская 91;1949;Не имеется;Нет;Не имеется;20;Не присвоен;-;2;-;2;2;-;775.00;0.00;605.80;2275.00;0.00;иной тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;0.00;Скатная;Отсутствует;Деревянные;Оштукатуренный;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Отсутствует;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537400;ул. Артиллерийская 99;1948;Не имеется;Нет;Не имеется;8;Не присвоен;-;1;-;2;2;-;480.70;0.00;613.90;1017.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;112.90;Скатная;Отсутствует;Деревянные;Оштукатуренный;Ленточный;-;0.00;Приточно-вытяжная вентиляция;Центральное;Отсутствует;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537401;ул. Артиллерийская 101;1955;-;Нет;-;-;Не присвоен;-;2;-;2;-;-;748.40;0.00;-;1169.00;-;-;-;На счете регионального оператора;Многоквартирный дом;-;-;Иные;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537402;ул. Артиллерийская 103;1947;-;Нет;-;-;-;-;1;-;2;-;-;477.30;0.00;-;-;-;-;-;-;Многоквартирный дом;-;-;Иные;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537404;ул. Артиллерийская 104А;1962;Есть;Нет;Не имеется;82;Не присвоен;-;4;-;5;5;2;2756.00;273.10;1242.10;1459.00;0.00;иной;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;162.20;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537403;ул. Артиллерийская 104;1962;Есть;Нет;Не имеется;118;Не присвоен;-;6;-;5;5;8;4547.30;875.80;2521.40;1995.00;0.00;иной;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;734.60;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537403;ул. Артиллерийская 104;1962;Есть;Нет;Не имеется;118;Не присвоен;-;6;-;5;5;8;4547.30;875.80;2521.40;1995.00;0.00;иной;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;734.60;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537405;ул. Артиллерийская 106;1962;Есть;Нет;Не имеется;80;Не присвоен;-;4;-;5;5;4;3190.30;468.20;1779.90;1313.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;599.90;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;-;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537406;ул. Артиллерийская 108;1962;Есть;Нет;Не имеется;66;Не присвоен;-;4;-;5;5;4;2663.50;1077.60;1795.20;5964.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;596.20;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537407;ул. Артиллерийская 110;1962;Есть;Нет;Не имеется;78;Не присвоен;-;4;-;5;5;-;3187.90;0.00;1197.10;4202.00;0.00;другой тип;Не имеется;Не определен;Многоквартирный дом;не имеется;-;Панельные;13.50;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537408;ул. Артиллерийская 112;1962;Есть;Нет;Не имеется;80;Не присвоен;-;4;-;5;5;-;3576.50;0.00;1028.70;1867.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Панельные;658.90;Плоская;Отсутствует;Железобетонные;Иной;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Отсутствует;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537411;ул. Артиллерийская 114Б;1962;Есть;Нет;Не имеется;80;Не присвоен;-;4;-;5;5;1;3177.10;156.60;1795.50;5096.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;610.70;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537409;ул. Артиллерийская 114;1961;Не имеется;Нет;Не имеется;120;Не присвоен;-;6;-;5;5;3;4841.20;385.70;2680.60;5411.00;0.00;другой тип;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Иные;973.30;Скатная;Отсутствует;Железобетонные;Иной;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
